Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,Product_ID,Product_Name,Category,Quantity,Unit_Price,Sales_Amount,Discount,Profit,Payment_Method
ORD02387,7/18/2025,CUST0781,Meera Reddy,Female,63,Mumbai,PROD018,Nescafe Coffee,Beverages,7,181.8,1272.6,0,293.19,Credit Card
ORD02388,11/28/2025,CUST0779,Anjali Reddy,Female,28,Pune,PROD012,Dettol Handwash,Personal Care,1,116.41,116.41,0.05,10.7,Debit Card
ORD02389,2/9/2025,CUST0866,Neha Mehta,Female,28,Pune,PROD015,Harpic Cleaner,Home & Cleaning,6,135.01,810.06,0,151.38,Credit Card
ORD02390,3/3/2025,CUST0982,Rahul Shah,Male,25,Mumbai,PROD015,Harpic Cleaner,Home & Cleaning,6,122.94,737.64,0.15,67.82,UPI
ORD02391,8/28/2025,CUST0484,Rahul Singh,Female,33,Ahmedabad,PROD006,Tata Tea,Beverages,8,123.41,987.28,0,158.15,Net Banking
ORD02392,1/15/2025,CUST0779,Anjali Reddy,Female,28,Pune,PROD002,Tata Salt,Groceries,4,28.57,114.28,0.1,10.08,Net Banking
ORD02393,3/21/2025,CUST0707,Pooja Kapoor,Female,38,Pune,PROD017,Good Day Cookies,Snacks,2,53.34,106.68,0.1,23.61,Credit Card
ORD02394,10/2/2025,CUST0916,Isha Kapoor,Female,63,Chennai,PROD007,Surf Excel,Home & Cleaning,7,177.79,1244.53,0.1,237.16,Credit Card
ORD02395,2/24/2025,CUST0497,Riya Patel,Female,21,Ahmedabad,PROD011,Colgate Toothpaste,Personal Care,4,90.82,363.28,0.1,57.26,UPI
ORD02396,6/30/2025,CUST0187,Meera Singh,Male,23,Bengaluru,PROD010,Maggi Noodles,Groceries,1,15.77,15.77,0.15,1.91,Cash
ORD02397,5/31/2025,CUST0888,Neha Malhotra,Male,20,Hyderabad,PROD017,Good Day Cookies,Snacks,1,47.61,47.61,0.05,8.76,Credit Card
ORD02398,3/4/2025,CUST0818,Vikram Reddy,Female,65,Ahmedabad,PROD005,Coca Cola,Beverages,4,48.67,194.68,0,20.94,Cash
ORD02399,8/22/2025,CUST0600,Simran Das,Male,24,Bengaluru,PROD002,Tata Salt,Groceries,7,29.13,203.91,0.1,31.89,Debit Card
ORD02400,7/2/2025,CUST0408,Kavya Malhotra,Male,26,Chennai,PROD016,Thums Up,Beverages,1,40.33,40.33,0.1,7.11,UPI
ORD02401,3/14/2025,CUST0448,Neha Mehta,Female,64,Mumbai,PROD020,Head & Shoulders,Personal Care,2,256.59,513.18,0.05,96.77,UPI
ORD02402,7/18/2025,CUST0330,Nikhil Nair,Male,20,Bengaluru,PROD002,Tata Salt,Groceries,2,30.12,60.24,0.05,12.59,UPI
ORD02403,11/29/2025,CUST0005,Rahul Shah,Male,63,Jaipur,PROD016,Thums Up,Beverages,1,39.31,39.31,0.05,3.28,Net Banking
ORD02404,12/22/2025,CUST0786,Sahil Shah,Female,27,Mumbai,PROD009,Aashirvaad Atta,Groceries,3,248.08,744.24,0,148.46,UPI
ORD02405,5/30/2025,CUST0635,Sneha Singh,Male,35,Bengaluru,PROD018,Nescafe Coffee,Beverages,4,196.97,787.88,0.05,128.82,Net Banking
ORD02406,11/4/2025,CUST0068,Manish Iyer,Male,22,Jaipur,PROD008,Dove Soap,Personal Care,1,52.33,52.33,0,10.76,UPI
ORD02407,7/8/2025,CUST0834,Meera Kapoor,Female,63,Hyderabad,PROD001,Parle-G Biscuits,Snacks,6,32.36,194.16,0,20.4,UPI
ORD02408,12/24/2025,CUST0387,Simran Joshi,Male,64,Chennai,PROD016,Thums Up,Beverages,6,42.58,255.48,0.15,53.89,Debit Card
ORD02409,4/30/2025,CUST0414,Vikram Nair,Female,26,Hyderabad,PROD008,Dove Soap,Personal Care,4,57.76,231.04,0.15,44.51,Debit Card
ORD02410,5/22/2025,CUST0564,Isha Khan,Female,65,Delhi,PROD003,Amul Milk,Dairy,2,57.03,114.06,0,25.03,Cash
ORD02411,3/4/2025,CUST0431,Amit Mehta,Female,33,Bengaluru,PROD009,Aashirvaad Atta,Groceries,3,255.9,767.7,0.15,139.53,Debit Card
ORD02412,2/9/2025,CUST0484,Rahul Singh,Female,33,Ahmedabad,PROD008,Dove Soap,Personal Care,6,54.9,329.4,0,34.01,Cash
ORD02413,7/10/2025,CUST0930,Kavya Iyer,Male,35,Kolkata,PROD016,Thums Up,Beverages,6,42.84,257.04,0,30.8,Net Banking
ORD02414,11/24/2025,CUST0510,Arjun Gupta,Male,20,Kolkata,PROD017,Good Day Cookies,Snacks,2,50.06,100.12,0.05,10.11,UPI
ORD02415,6/1/2025,CUST0781,Meera Reddy,Female,63,Mumbai,PROD020,Head & Shoulders,Personal Care,8,253.27,2026.16,0.1,151.73,Debit Card
ORD02416,1/19/2025,CUST0446,Nikhil Malhotra,Female,63,Lucknow,PROD012,Dettol Handwash,Personal Care,5,111.48,557.4,0.1,80.09,Debit Card
ORD02417,9/14/2025,CUST0067,Pooja Joshi,Female,22,Mumbai,PROD015,Harpic Cleaner,Home & Cleaning,2,119.26,238.52,0,21.56,Cash
ORD02418,11/25/2025,CUST0126,Kavya Shah,Male,49,Bengaluru,PROD012,Dettol Handwash,Personal Care,7,117.79,824.53,0.1,126.42,Credit Card
ORD02419,4/27/2025,CUST0493,Nikhil Das,Female,22,Lucknow,PROD002,Tata Salt,Groceries,4,27.01,108.04,0.05,13.57,Net Banking
ORD02420,9/15/2025,CUST0017,Meera Nair,Male,52,Bengaluru,PROD006,Tata Tea,Beverages,8,119.34,954.72,0,212.8,Debit Card
ORD02421,6/20/2025,CUST0723,Rohan Patel,Male,46,Ahmedabad,PROD015,Harpic Cleaner,Home & Cleaning,3,125.94,377.82,0,66.36,Debit Card
ORD02422,9/22/2025,CUST0790,Neha Singh,Female,48,Ahmedabad,PROD013,Britannia Bread,Dairy,7,49.37,345.59,0.1,34.71,Debit Card
ORD02423,12/1/2025,CUST0047,Sahil Joshi,Male,48,Kolkata,PROD015,Harpic Cleaner,Home & Cleaning,7,126.79,887.53,0,72.55,Cash
ORD02424,12/28/2025,CUST0700,Sneha Das,Male,20,Mumbai,PROD007,Surf Excel,Home & Cleaning,3,183.91,551.73,0,124.77,Credit Card
ORD02425,12/21/2025,CUST0966,Pooja Reddy,Male,38,Jaipur,PROD011,Colgate Toothpaste,Personal Care,4,100.6,402.4,0.1,58.27,Credit Card
ORD02426,9/16/2025,CUST0367,Sahil Gupta,Male,36,Kolkata,PROD020,Head & Shoulders,Personal Care,3,255.5,766.5,0.15,99.89,Cash
ORD02427,9/22/2025,CUST0622,Meera Mehta,Male,40,Chennai,PROD002,Tata Salt,Groceries,7,30.36,212.52,0,45.81,Net Banking
ORD02428,5/1/2025,CUST0403,Simran Shah,Male,25,Bengaluru,PROD019,Vim Dishwash,Home & Cleaning,4,87.88,351.52,0.05,71.01,Debit Card
ORD02429,8/31/2025,CUST0007,Rahul Kapoor,Male,62,Kolkata,PROD012,Dettol Handwash,Personal Care,1,115.84,115.84,0.15,20.8,Credit Card
ORD02430,8/19/2025,CUST0592,Arjun Malhotra,Female,41,Pune,PROD014,Kellogg's Corn Flakes,Groceries,2,229.65,459.3,0.05,79.13,Cash
ORD02431,1/30/2025,CUST0975,Rahul Mehta,Male,52,Mumbai,PROD009,Aashirvaad Atta,Groceries,1,249.29,249.29,0.05,35.51,Cash
ORD02432,3/23/2025,CUST0513,Priya Gupta,Male,43,Ahmedabad,PROD020,Head & Shoulders,Personal Care,8,266.49,2131.92,0.05,280.56,Cash
ORD02433,4/3/2025,CUST0871,Sneha Das,Male,31,Mumbai,PROD003,Amul Milk,Dairy,1,59.17,59.17,0.15,6.24,Cash
ORD02434,12/28/2025,CUST0216,Neha Shah,Female,18,Delhi,PROD013,Britannia Bread,Dairy,3,45.82,137.46,0,15.21,Credit Card
ORD02435,7/9/2025,CUST0180,Amit Nair,Male,34,Lucknow,PROD005,Coca Cola,Beverages,8,43.45,347.6,0,77.2,Cash
ORD02436,1/30/2025,CUST0437,Vikram Khan,Female,22,Kolkata,PROD020,Head & Shoulders,Personal Care,2,284.78,569.56,0,86.52,Debit Card
ORD02437,7/26/2025,CUST0162,Karan Patel,Male,30,Bengaluru,PROD020,Head & Shoulders,Personal Care,6,251.45,1508.7,0.05,318.64,Net Banking
ORD02438,10/24/2025,CUST0567,Meera Iyer,Female,38,Mumbai,PROD008,Dove Soap,Personal Care,1,55.34,55.34,0,12.29,UPI
ORD02439,10/19/2025,CUST0213,Priya Khan,Female,63,Kolkata,PROD019,Vim Dishwash,Home & Cleaning,3,88.03,264.09,0,54.66,Net Banking
ORD02440,2/9/2025,CUST0015,Manish Nair,Female,28,Chennai,PROD004,Lay's Chips,Snacks,5,34.22,171.1,0.1,19.35,UPI
ORD02441,1/10/2025,CUST0433,Riya Iyer,Female,36,Jaipur,PROD018,Nescafe Coffee,Beverages,1,205.25,205.25,0.1,29.37,Credit Card
ORD02442,1/21/2025,CUST0826,Riya Iyer,Female,29,Ahmedabad,PROD003,Amul Milk,Dairy,7,65.31,457.17,0.1,94.97,Debit Card
ORD02443,7/31/2025,CUST0702,Rohan Verma,Male,53,Kolkata,PROD001,Parle-G Biscuits,Snacks,1,29.81,29.81,0,3.44,Cash
ORD02444,8/14/2025,CUST0188,Sahil Iyer,Male,61,Hyderabad,PROD009,Aashirvaad Atta,Groceries,5,251.63,1258.15,0,283.06,Credit Card
ORD02445,1/3/2025,CUST0577,Amit Khan,Male,56,Lucknow,PROD009,Aashirvaad Atta,Groceries,8,253.75,2030,0,478.47,Net Banking
ORD02446,3/22/2025,CUST0228,Arjun Joshi,Female,60,Mumbai,PROD019,Vim Dishwash,Home & Cleaning,1,95.51,95.51,0.05,11.27,Debit Card
ORD02447,11/6/2025,CUST0631,Priya Malhotra,Female,18,Ahmedabad,PROD020,Head & Shoulders,Personal Care,6,251.24,1507.44,0.15,150.21,Credit Card
ORD02448,2/14/2025,CUST0131,Rahul Patel,Female,26,Ahmedabad,PROD015,Harpic Cleaner,Home & Cleaning,3,137.34,412.02,0.1,41.02,Credit Card
ORD02449,1/25/2025,CUST0917,Manish Patel,Male,60,Bengaluru,PROD019,Vim Dishwash,Home & Cleaning,2,96.6,193.2,0,26.89,Debit Card
ORD02450,8/20/2025,CUST0999,Vikram Singh,Male,64,Pune,PROD019,Vim Dishwash,Home & Cleaning,7,86.3,604.1,0.1,109.91,Cash
ORD02451,6/5/2025,CUST0662,Arjun Patel,Female,60,Delhi,PROD011,Colgate Toothpaste,Personal Care,3,96.71,290.13,0,50.48,Debit Card
ORD02452,8/20/2025,CUST0211,Isha Mehta,Female,38,Bengaluru,PROD019,Vim Dishwash,Home & Cleaning,8,89.07,712.56,0.15,86.93,UPI
ORD02453,9/11/2025,CUST0518,Arjun Sharma,Male,58,Kolkata,PROD018,Nescafe Coffee,Beverages,7,189.09,1323.63,0,200.1,Debit Card
ORD02454,2/22/2025,CUST0772,Simran Singh,Male,64,Mumbai,PROD014,Kellogg's Corn Flakes,Groceries,1,204.84,204.84,0.15,14.23,Net Banking
ORD02455,6/3/2025,CUST0983,Rahul Iyer,Female,52,Jaipur,PROD006,Tata Tea,Beverages,1,116.99,116.99,0,27.34,Credit Card
ORD02456,10/27/2025,CUST0635,Sneha Singh,Male,35,Bengaluru,PROD002,Tata Salt,Groceries,5,27.69,138.45,0.15,27.7,Credit Card
ORD02457,1/4/2025,CUST0178,Kavya Joshi,Female,36,Mumbai,PROD006,Tata Tea,Beverages,6,131.23,787.38,0,90.6,Credit Card
ORD02458,6/19/2025,CUST0251,Meera Reddy,Female,57,Bengaluru,PROD012,Dettol Handwash,Personal Care,2,105.17,210.34,0.05,46.76,Debit Card
ORD02459,5/26/2025,CUST0874,Priya Iyer,Male,60,Pune,PROD002,Tata Salt,Groceries,2,29.2,58.4,0,14.49,Debit Card
ORD02460,10/11/2025,CUST0816,Pooja Das,Female,38,Hyderabad,PROD002,Tata Salt,Groceries,4,30.19,120.76,0.15,17.01,Net Banking
ORD02461,3/25/2025,CUST0292,Rahul Verma,Female,62,Hyderabad,PROD007,Surf Excel,Home & Cleaning,4,191.39,765.56,0,86.33,Debit Card
ORD02462,1/4/2025,CUST0871,Sneha Das,Male,31,Mumbai,PROD008,Dove Soap,Personal Care,7,59.83,418.81,0.15,54.31,Net Banking
ORD02463,2/16/2025,CUST0028,Manish Shah,Female,53,Mumbai,PROD012,Dettol Handwash,Personal Care,4,106.52,426.08,0.05,84.17,Credit Card
ORD02464,7/21/2025,CUST0901,Rahul Das,Male,60,Chennai,PROD019,Vim Dishwash,Home & Cleaning,1,91.5,91.5,0.05,18.06,Debit Card
ORD02465,9/12/2025,CUST0930,Kavya Iyer,Male,35,Kolkata,PROD020,Head & Shoulders,Personal Care,3,284.1,852.3,0,88.85,Cash
ORD02466,3/23/2025,CUST0203,Amit Gupta,Male,47,Pune,PROD003,Amul Milk,Dairy,8,61.14,489.12,0.15,59.53,UPI
ORD02467,10/17/2025,CUST0929,Meera Iyer,Female,50,Kolkata,PROD001,Parle-G Biscuits,Snacks,7,29.32,205.24,0.05,36.84,Credit Card
ORD02468,4/3/2025,CUST0924,Priya Reddy,Male,46,Ahmedabad,PROD015,Harpic Cleaner,Home & Cleaning,6,130.42,782.52,0,140.55,Cash
ORD02469,7/25/2025,CUST0458,Arjun Iyer,Female,30,Bengaluru,PROD003,Amul Milk,Dairy,4,57.9,231.6,0.05,26.28,Credit Card
ORD02470,9/18/2025,CUST0967,Amit Patel,Male,52,Jaipur,PROD014,Kellogg's Corn Flakes,Groceries,5,214.41,1072.05,0,207.47,Cash
ORD02471,11/14/2025,CUST0258,Simran Gupta,Female,46,Bengaluru,PROD013,Britannia Bread,Dairy,2,48.81,97.62,0,19.45,Cash
ORD02472,12/4/2025,CUST0124,Aditya Reddy,Male,54,Kolkata,PROD015,Harpic Cleaner,Home & Cleaning,4,119.25,477,0.15,73.32,Net Banking
ORD02473,3/27/2025,CUST0925,Sahil Shah,Male,49,Mumbai,PROD009,Aashirvaad Atta,Groceries,6,270.3,1621.8,0.05,139.26,UPI
ORD02474,2/18/2025,CUST0065,Kavya Nair,Female,34,Bengaluru,PROD012,Dettol Handwash,Personal Care,4,118.69,474.76,0.05,36.84,Debit Card
ORD02475,12/8/2025,CUST0215,Rohan Shah,Female,24,Ahmedabad,PROD005,Coca Cola,Beverages,2,46.68,93.36,0,12.22,UPI
ORD02476,5/14/2025,CUST0530,Pooja Reddy,Male,31,Bengaluru,PROD015,Harpic Cleaner,Home & Cleaning,8,135.95,1087.6,0.1,184.42,Cash
ORD02477,3/20/2025,CUST0620,Manish Patel,Female,60,Ahmedabad,PROD005,Coca Cola,Beverages,6,47.42,284.52,0.05,61.14,UPI
ORD02478,12/12/2025,CUST0514,Sneha Shah,Male,21,Delhi,PROD018,Nescafe Coffee,Beverages,4,200.68,802.72,0.05,142.46,Debit Card
ORD02479,10/5/2025,CUST0718,Nikhil Verma,Female,22,Lucknow,PROD018,Nescafe Coffee,Beverages,2,197.33,394.66,0,51.87,Cash
ORD02480,4/12/2025,CUST0505,Aditya Patel,Male,59,Chennai,PROD002,Tata Salt,Groceries,7,28.67,200.69,0.1,39.92,Credit Card
ORD02481,2/18/2025,CUST0902,Nikhil Shah,Male,45,Bengaluru,PROD008,Dove Soap,Personal Care,3,57.11,171.33,0.15,22.3,Debit Card
ORD02482,12/7/2025,CUST0894,Arjun Malhotra,Female,62,Ahmedabad,PROD020,Head & Shoulders,Personal Care,1,253.47,253.47,0.1,46.03,Debit Card
ORD02483,9/15/2025,CUST0984,Amit Singh,Male,65,Chennai,PROD014,Kellogg's Corn Flakes,Groceries,5,201.31,1006.55,0.15,116.96,Debit Card
ORD02484,6/14/2025,CUST0753,Simran Iyer,Male,54,Bengaluru,PROD017,Good Day Cookies,Snacks,4,53.72,214.88,0.15,19.95,Cash
ORD02485,9/18/2025,CUST0728,Amit Das,Male,40,Kolkata,PROD016,Thums Up,Beverages,3,40.43,121.29,0,10.07,Debit Card
ORD02486,4/21/2025,CUST0408,Kavya Malhotra,Male,26,Chennai,PROD016,Thums Up,Beverages,3,41.95,125.85,0,17.82,Debit Card
ORD02487,3/23/2025,CUST0755,Priya Patel,Male,32,Lucknow,PROD012,Dettol Handwash,Personal Care,2,117.46,234.92,0.1,22.98,Credit Card
ORD02488,12/6/2025,CUST0188,Sahil Iyer,Male,61,Hyderabad,PROD012,Dettol Handwash,Personal Care,1,116.96,116.96,0.15,11.05,Cash
ORD02489,5/9/2025,CUST0173,Meera Gupta,Female,46,Ahmedabad,PROD010,Maggi Noodles,Groceries,8,14.64,117.12,0.1,11.81,Credit Card
ORD02490,5/6/2025,CUST0662,Arjun Patel,Female,60,Delhi,PROD001,Parle-G Biscuits,Snacks,2,32.33,64.66,0,13.89,Debit Card
ORD02491,12/2/2025,CUST0090,Vikram Mehta,Female,35,Pune,PROD010,Maggi Noodles,Groceries,3,15.59,46.77,0,8.56,Cash
ORD02492,5/15/2025,CUST0404,Rohan Gupta,Female,19,Chennai,PROD006,Tata Tea,Beverages,8,114.72,917.76,0.1,122.04,Debit Card
ORD02493,5/26/2025,CUST0848,Anjali Singh,Male,48,Delhi,PROD002,Tata Salt,Groceries,6,28.41,170.46,0,15.57,UPI
ORD02494,5/6/2025,CUST0020,Priya Kapoor,Female,43,Hyderabad,PROD008,Dove Soap,Personal Care,2,52.66,105.32,0,18.72,Debit Card
ORD02495,2/17/2025,CUST0782,Kavya Nair,Male,56,Kolkata,PROD007,Surf Excel,Home & Cleaning,3,174.63,523.89,0.05,110.58,UPI
ORD02496,8/3/2025,CUST0973,Amit Iyer,Male,34,Kolkata,PROD019,Vim Dishwash,Home & Cleaning,4,90.66,362.64,0,71.85,UPI
ORD02497,5/24/2025,CUST0955,Pooja Joshi,Female,22,Chennai,PROD017,Good Day Cookies,Snacks,3,50.96,152.88,0,20.56,Cash
ORD02498,7/20/2025,CUST0114,Neha Joshi,Male,47,Jaipur,PROD014,Kellogg's Corn Flakes,Groceries,1,214.43,214.43,0.1,43.99,Debit Card
ORD02499,8/26/2025,CUST0224,Simran Khan,Female,27,Bengaluru,PROD017,Good Day Cookies,Snacks,6,47.58,285.48,0.15,32.84,Credit Card
ORD02500,4/25/2025,CUST0205,Kavya Malhotra,Female,48,Bengaluru,PROD009,Aashirvaad Atta,Groceries,7,240.88,1686.16,0.1,291.42,UPI
ORD02501,12/31/2025,CUST0211,Isha Mehta,Female,38,Bengaluru,PROD007,Surf Excel,Home & Cleaning,7,174.1,1218.7,0.15,128.48,UPI
ORD02502,7/19/2025,CUST0989,Arjun Patel,Male,64,Lucknow,PROD014,Kellogg's Corn Flakes,Groceries,5,203.82,1019.1,0,205.47,Debit Card
ORD02503,8/26/2025,CUST0283,Amit Patel,Female,24,Chennai,PROD010,Maggi Noodles,Groceries,2,16.31,32.62,0,5.16,Cash
ORD02504,1/17/2025,CUST0675,Simran Mehta,Female,26,Bengaluru,PROD013,Britannia Bread,Dairy,6,45.97,275.82,0.1,57.6,Cash
ORD02505,1/24/2025,CUST0880,Neha Singh,Male,24,Ahmedabad,PROD007,Surf Excel,Home & Cleaning,5,187.32,936.6,0,174.23,Debit Card
ORD02506,10/9/2025,CUST0902,Nikhil Shah,Male,45,Bengaluru,PROD014,Kellogg's Corn Flakes,Groceries,2,214.41,428.82,0.05,39.52,Cash
ORD02507,6/3/2025,CUST0021,Amit Gupta,Female,31,Ahmedabad,PROD003,Amul Milk,Dairy,8,62.58,500.64,0.15,47.7,Credit Card
ORD02508,5/17/2025,CUST0043,Isha Gupta,Male,18,Pune,PROD006,Tata Tea,Beverages,5,124.09,620.45,0.1,73.88,UPI
ORD02509,6/21/2025,CUST0788,Meera Joshi,Male,24,Mumbai,PROD016,Thums Up,Beverages,3,39.31,117.93,0.05,17.12,Credit Card
ORD02510,5/31/2025,CUST0514,Sneha Shah,Male,21,Delhi,PROD013,Britannia Bread,Dairy,5,45.78,228.9,0,24.75,Net Banking
ORD02511,10/18/2025,CUST0379,Arjun Sharma,Male,36,Chennai,PROD008,Dove Soap,Personal Care,7,59.2,414.4,0,62.6,UPI
ORD02512,5/17/2025,CUST0288,Vikram Verma,Female,32,Pune,PROD015,Harpic Cleaner,Home & Cleaning,3,122.46,367.38,0.1,67.71,UPI
ORD02513,6/22/2025,CUST0669,Neha Patel,Female,41,Hyderabad,PROD001,Parle-G Biscuits,Snacks,1,31.18,31.18,0,5.15,Debit Card
ORD02514,10/30/2025,CUST0494,Neha Sharma,Male,54,Jaipur,PROD009,Aashirvaad Atta,Groceries,3,240.93,722.79,0.05,82.3,Net Banking
ORD02515,8/7/2025,CUST0017,Meera Nair,Male,52,Bengaluru,PROD002,Tata Salt,Groceries,4,28.6,114.4,0,14.24,UPI
ORD02516,9/16/2025,CUST0313,Sahil Mehta,Male,43,Hyderabad,PROD016,Thums Up,Beverages,7,42.42,296.94,0.05,33.22,Net Banking
ORD02517,2/12/2025,CUST0269,Rohan Das,Female,51,Pune,PROD009,Aashirvaad Atta,Groceries,4,254.64,1018.56,0.1,186.75,Net Banking
ORD02518,8/28/2025,CUST0771,Arjun Gupta,Male,62,Pune,PROD015,Harpic Cleaner,Home & Cleaning,6,135.22,811.32,0.05,179.07,Credit Card
ORD02519,6/2/2025,CUST0696,Arjun Shah,Male,34,Lucknow,PROD013,Britannia Bread,Dairy,4,45.48,181.92,0,25.93,UPI
ORD02520,12/23/2025,CUST0532,Vikram Mehta,Male,53,Chennai,PROD012,Dettol Handwash,Personal Care,1,119.98,119.98,0,18.83,Credit Card
ORD02521,12/24/2025,CUST0591,Sahil Kapoor,Male,38,Kolkata,PROD004,Lay's Chips,Snacks,1,37.33,37.33,0.05,4.85,Cash
ORD02522,8/8/2025,CUST0666,Sahil Gupta,Female,18,Mumbai,PROD018,Nescafe Coffee,Beverages,7,181.08,1267.56,0,179.7,UPI
ORD02523,8/6/2025,CUST0346,Priya Mehta,Female,61,Bengaluru,PROD002,Tata Salt,Groceries,4,29.56,118.24,0.1,13.34,Net Banking
ORD02524,12/7/2025,CUST0522,Sneha Malhotra,Male,37,Delhi,PROD008,Dove Soap,Personal Care,4,52.47,209.88,0.1,35.81,Credit Card
ORD02525,3/11/2025,CUST0023,Rohan Gupta,Female,65,Lucknow,PROD013,Britannia Bread,Dairy,8,47.48,379.84,0,65.77,Credit Card
ORD02526,11/25/2025,CUST0753,Simran Iyer,Male,54,Bengaluru,PROD006,Tata Tea,Beverages,7,121.39,849.73,0.1,179.65,Debit Card
ORD02527,9/17/2025,CUST0795,Amit Nair,Female,52,Kolkata,PROD003,Amul Milk,Dairy,1,63.94,63.94,0.1,9.57,Cash
ORD02528,4/16/2025,CUST0337,Aditya Verma,Male,37,Jaipur,PROD007,Surf Excel,Home & Cleaning,6,189.26,1135.56,0,165.59,Net Banking
ORD02529,12/22/2025,CUST0425,Isha Patel,Female,33,Ahmedabad,PROD007,Surf Excel,Home & Cleaning,5,189.35,946.75,0,187.82,Net Banking
ORD02530,6/11/2025,CUST0890,Neha Malhotra,Male,18,Delhi,PROD017,Good Day Cookies,Snacks,8,54.91,439.28,0,90.55,Debit Card
ORD02531,12/22/2025,CUST0869,Karan Reddy,Female,40,Bengaluru,PROD001,Parle-G Biscuits,Snacks,5,31.07,155.35,0,34.31,Cash
ORD02532,7/25/2025,CUST0061,Sahil Joshi,Male,21,Jaipur,PROD009,Aashirvaad Atta,Groceries,7,266.19,1863.33,0,321.72,Cash
ORD02533,7/25/2025,CUST0031,Rahul Das,Female,50,Delhi,PROD014,Kellogg's Corn Flakes,Groceries,7,205.99,1441.93,0,302.27,Credit Card
ORD02534,9/18/2025,CUST0592,Arjun Malhotra,Female,41,Pune,PROD001,Parle-G Biscuits,Snacks,8,29.36,234.88,0.15,35.7,Net Banking
ORD02535,12/26/2025,CUST0083,Sneha Nair,Male,40,Jaipur,PROD019,Vim Dishwash,Home & Cleaning,3,92.12,276.36,0.15,24.94,Debit Card
ORD02536,1/4/2025,CUST0989,Arjun Patel,Male,64,Lucknow,PROD007,Surf Excel,Home & Cleaning,4,183.52,734.08,0.1,135.69,Net Banking
ORD02537,1/16/2025,CUST0434,Rahul Malhotra,Male,45,Delhi,PROD010,Maggi Noodles,Groceries,5,14.64,73.2,0.15,8.07,Credit Card
ORD02538,5/2/2025,CUST0736,Karan Patel,Male,47,Mumbai,PROD019,Vim Dishwash,Home & Cleaning,4,98.63,394.52,0,76.8,Debit Card
ORD02539,11/9/2025,CUST0310,Kavya Singh,Male,43,Mumbai,PROD020,Head & Shoulders,Personal Care,1,251.41,251.41,0.05,50.58,Cash
ORD02540,10/3/2025,CUST0461,Karan Joshi,Female,53,Hyderabad,PROD001,Parle-G Biscuits,Snacks,7,31.19,218.33,0,40.36,Cash
ORD02541,5/20/2025,CUST0195,Manish Patel,Female,34,Chennai,PROD001,Parle-G Biscuits,Snacks,6,29.66,177.96,0.15,25.74,Credit Card
ORD02542,12/24/2025,CUST0575,Neha Verma,Male,29,Kolkata,PROD017,Good Day Cookies,Snacks,5,52.44,262.2,0,57.16,Credit Card
ORD02543,9/15/2025,CUST0802,Vikram Malhotra,Male,56,Hyderabad,PROD003,Amul Milk,Dairy,8,63.52,508.16,0,76.44,UPI
ORD02544,11/27/2025,CUST0396,Riya Shah,Female,53,Pune,PROD013,Britannia Bread,Dairy,5,47.23,236.15,0,32.69,Net Banking
ORD02545,10/25/2025,CUST0594,Rahul Das,Female,63,Bengaluru,PROD002,Tata Salt,Groceries,2,28.19,56.38,0.05,12.32,Credit Card
ORD02546,1/24/2025,CUST0923,Vikram Das,Female,24,Kolkata,PROD017,Good Day Cookies,Snacks,2,49.96,99.92,0,23.95,UPI
ORD02547,1/25/2025,CUST0488,Anjali Mehta,Female,62,Pune,PROD002,Tata Salt,Groceries,3,28.33,84.99,0.05,7.04,Credit Card
ORD02548,7/25/2025,CUST0032,Nikhil Reddy,Male,58,Hyderabad,PROD017,Good Day Cookies,Snacks,1,51.38,51.38,0,8.08,Credit Card
ORD02549,9/27/2025,CUST0542,Anjali Verma,Female,29,Jaipur,PROD006,Tata Tea,Beverages,7,123.9,867.3,0.05,182.58,Debit Card
ORD02550,10/24/2025,CUST0771,Arjun Gupta,Male,62,Pune,PROD001,Parle-G Biscuits,Snacks,1,30.56,30.56,0.15,4.32,Debit Card
ORD02551,2/15/2025,CUST0975,Rahul Mehta,Male,52,Mumbai,PROD019,Vim Dishwash,Home & Cleaning,3,94.16,282.48,0.1,47.62,UPI
ORD02552,11/4/2025,CUST0430,Manish Joshi,Female,49,Mumbai,PROD018,Nescafe Coffee,Beverages,1,192.55,192.55,0.15,32.16,Cash
ORD02553,1/8/2025,CUST0880,Neha Singh,Male,24,Ahmedabad,PROD004,Lay's Chips,Snacks,3,37.45,112.35,0.1,14.83,Net Banking
ORD02554,8/22/2025,CUST0034,Anjali Shah,Male,56,Chennai,PROD017,Good Day Cookies,Snacks,3,53.81,161.43,0,30.06,UPI
ORD02555,4/22/2025,CUST0651,Aditya Joshi,Male,58,Pune,PROD006,Tata Tea,Beverages,7,117.5,822.5,0.05,99.78,Debit Card
ORD02556,6/21/2025,CUST0823,Manish Sharma,Female,63,Bengaluru,PROD020,Head & Shoulders,Personal Care,7,271.58,1901.06,0,359.54,Net Banking
ORD02557,6/1/2025,CUST0697,Amit Joshi,Female,50,Chennai,PROD016,Thums Up,Beverages,1,38.49,38.49,0,7.89,Credit Card
ORD02558,2/16/2025,CUST0306,Anjali Verma,Female,52,Bengaluru,PROD006,Tata Tea,Beverages,6,117.87,707.22,0.15,49.99,Credit Card
ORD02559,5/17/2025,CUST0980,Isha Gupta,Male,65,Kolkata,PROD008,Dove Soap,Personal Care,8,55.25,442,0,49.08,Net Banking
